year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,county_fips_geo,seasch,street_mailing,puma,tract,city_mailing,state_mailing,block_group,geoid_block,zip_mailing,street_location,census_region,census_division,city_location,csa,cbsa,zip_location,phone,cbsa_name,cbsa_type,fips,latitude,cbsa_city,place_fips,longitude,geoid_place,place_name,urban_centric_locale,class_code,upper_chamber,county_code,congress_district_id,state_leg_district_upper,upper_chamber_name,state_leg_district_lower,lower_chamber,lower_chamber_name,lower_chamber_type,sch_internet_fiber,sch_internet_wifi,sch_internet_schdev,sch_internet_studdev,sch_internet_wifiendev,students_chronically_absent,enrl_IB,enrl_gifted_talented,enrl_AP,enrl_AP_science,enrl_AP_math,enrl_AP_other,students_AP_exam_none,students_AP_exam_oneormore,students_AP_pass_none,students_AP_pass_oneormore,enrl_dual_enrollment,students_SAT_ACT,enrl_biology,enrl_chemistry,enrl_advanced_math,enrl_calculus,enrl_algebra2,enrl_physics,enrl_geometry,students_susp_in_sch,students_susp_out_sch_single,students_susp_out_sch_multiple,days_suspended,suspensions_instances,suspensions_instances_preschool,expulsions_no_ed_serv,expulsions_with_ed_serv,expulsions_zero_tolerance,students_corporal_punish,corpinstances,corpinstances_preschool,students_arrested,students_referred_law_enforce,transfers_alt_sch_disc,read_test_num_valid,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_midpt,cohort_num,grad_rate_midpt,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,teachers_absent_fte,instructional_aides_fte,counselors_fte,support_fte,social_workers_fte,administration_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel,lowest_grade_offered,lunch_program,teachers_fte,school_status,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual
mixed - most recent,"080240000090","Bayfield High School","CO","Bayfield School District No. 10Jt-R","High","Regular school","No","12","No","No","Yes","423","02400","0800090","-107.6001","37.2417","0802400","Not applicable","Point address","CO-1530","Colorado","8067","1530-0640","24 S CLOVER DR","00600","970600","BAYFIELD","CO","2","080679706002","81122","800 CO RD 501","West","Mountain","BAYFIELD","Not applicable","20420","81122","(970)884-9521","Durango, CO","Micropolitan statistical area","Colorado","37.2417","No","5265","-107.6001","0805265","Bayfield town","Town, remote","Governmentally active (incorporated)","08006","8067","803","08006","State Senate District 6","08059","08059","State House District 59","State house district","Yes","Yes","Yes","Yes","390","","","","","","","","2","2","","14","","78","63","71","106","","","","79","36","10","1","250.000","16.000","-2.000","0","2","0","Missing/not reported","-1.000","-1.000","0","7","0.000","","","","","","","29.000","27.230","2.000","2.000","0.000","31.000","26.000","1.000","5.250","2.000","5.000","0.000","4.000","0.000","0.330","0.750","0.000","Yes","1596776","2178717.000","1812658","100595.000","217644.000","263702.000","416639.000","9","Yes participating without using any Provision or the CEP","31","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080240000088","Bayfield Intermediate School","CO","Bayfield School District No. 10Jt-R","Primary","Regular school","No","5","Yes","No","No","295","02400","0800088","-107.59047","37.238","0802400","Not applicable","Point address","CO-1530","Colorado","8067","1530-0632","24 S CLOVER DR","00600","970600","BAYFIELD","CO","2","080679706002","81122","720 E OAK","West","Mountain","BAYFIELD","Not applicable","20420","81122","(970)884-9571","Durango, CO","Micropolitan statistical area","Colorado","37.238","","","-107.59047","","","Rural, fringe","","08006","8067","803","08006","State Senate District 6","08059","08059","State House District 59","State house district","Yes","Yes","Yes","Yes","289","","","","","","","","","","","","","0","","","","","","","","3","0","0","0.000","0.000","0.000","0","3","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","46.000","46.670","0.000","2.000","1.000","47.000","39.000","5.000","15.000","2.000","3.250","0.000","5.000","0.000","0.340","0.380","0.000","Yes","2272845","2889820.000","2969030","310979.000","98376.000","207620.000","119913.000","3","Yes participating without using any Provision or the CEP","24","Open","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No"
mixed - most recent,"080240000089","Bayfield Middle School","CO","Bayfield School District No. 10Jt-R","Middle","Regular school","No","8","No","Yes","No","294","02400","0800089","-107.5926","37.2407","0802400","Not applicable","Street address","CO-1530","Colorado","8067","1530-0636","24 S CLOVER DR","00600","970600","BAYFIELD","CO","2","080679706002","81122","615 E. OAK","West","Mountain","BAYFIELD","Not applicable","20420","81122","(970)884-9592","Durango, CO","Micropolitan statistical area","Colorado","37.2407","No","5265","-107.5926","0805265","Bayfield town","Town, remote","Governmentally active (incorporated)","08006","8067","803","08006","State Senate District 6","08059","08059","State House District 59","State house district","Yes","Yes","Yes","Yes","340","","","","","","","","","","","","","0","","","","","","","","76","14","6","82.000","30.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","21.000","21.840","0.000","0.000","1.000","23.000","19.000","1.000","1.590","1.000","3.000","0.000","2.000","0.000","0.330","0.630","0.000","Yes","1242582","1466950.000","1458206","30188.000","94151.000","100029.000","73811.000","6","Yes participating without using any Provision or the CEP","25","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080240006747","Bayfield Primary School","CO","Bayfield School District No. 10Jt-R","Primary","Regular school","No","2","Yes","No","No","267","02400","0806747","-107.593728","37.226209","0802400","Not applicable","","CO-1530","Colorado","8067","1530-0642","24 S CLOVER DRIVE","00600","970600","BAYFIELD","CO","3","080679706003","81122","511 EAST MUSTANG LANE","West","Mountain","BAYFIELD","Not applicable","20420","81122","(970)884-0881","Durango, CO","Micropolitan statistical area","Colorado","37.226209","No","5265","-107.593728","0805265","Bayfield town","Town, remote","Governmentally active (incorporated)","08006","8067","803","08006","State Senate District 6","08059","08059","State House District 59","State house district","Yes","Yes","Yes","Yes","150","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pre-K","Yes participating without using any Provision or the CEP","23","Open","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No"
mixed - most recent,"080438000630","Bea Underwood Elementary School","CO","Grand Valley School District No. 16 in the county of Garfi","Primary","Regular school","No","5","Yes","No","No","369","04380","0800630","-108.04808","39.428927","0804380","Not applicable","Street address","CO-1220","Colorado","8045","1220-3578","P O BOX 68","00101","952100","PARACHUTE","CO","2","080459521002","81635","0741 TAMARISK TRAIL","West","Mountain","PARACHUTE","233","24060","81635","(970)285-5703","","","Colorado","39.428927","No","5120","-108.04808","0805120","Battlement Mesa CDP","Town, distant","Census-designated place","08007","8045","803","08008","State Senate District 7","08057","08057","State House District 57","State house district","Yes","Yes","Yes","No","1130","","","","","","","","","","","","","0","","","","","","","","14","11","4","29.000","37.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","23.000","23.000","0.000","4.000","2.000","23.000","19.000","6.000","8.000","0.500","5.000","0.000","2.000","0.000","1.000","0.000","0.000","No","1097606","1454669.000","779581","114213.000","81627.000","161223.000","31898.000","2","Yes under Provision 2","23","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080438006826","Bea Underwood Pre-School","CO","Grand Valley School District No. 16 in the county of Garfi","Prekindergarten","Regular school","No","Pre-K","Yes","No","No","50","04380","0806826","-108.04808","39.428927","0804380","Not applicable","","CO-1220","Colorado","8045","1220-3583","PO BOX 68","00101","952100","PARACHUTE","CO","2","080459521002","81635","741 TAMARISK TRAIL","West","Mountain","PARACHUTE","233","24060","81635","(970)285-5700","","","Colorado","39.428927","No","5120","-108.04808","0805120","Battlement Mesa CDP","Town, distant","Census-designated place","08007","8045","803","08008","State Senate District 7","08057","08057","State House District 57","State house district","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pre-K","Yes participating without using any Provision or the CEP","0","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080336000313","Beach Court Elementary School","CO","School District No. 1 in the county of Denver and State of C","Primary","Regular school","No","5","Yes","No","No","257","03360","0800313","-105.0178","39.7863","0803360","Not applicable","Point address","CO-0880","Colorado","8031","0880-0650","4950 BEACH COURT","00813","201","DENVER","CO","1","080310002011","80221","4950 BEACH COURT","West","Mountain","DENVER","216","19740","80221","(720)424-9470","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.7863","Yes","20000","-105.0178","0820000","Denver city","City, large","Governmentally active (incorporated)","08034","8031","801","08034","State Senate District 34","08004","08004","State House District 4","State house district","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","","","0","","","","","","","","4","4","3","17.000","14.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","20.000","18.380","2.000","0.000","0.000","22.000","13.000","6.000","5.000","0.000","2.000","0.000","2.000","0.600","0.200","0.000","0.000","No","1019175","1342863.000","1073948","111800.000","50605.000","161283.000","197798.000","Pre-K","Yes participating without using any Provision or the CEP","18","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080345006159","Bear Canyon Elementary School","CO","Douglas County School District No. Re 1","Primary","Regular school","No","6","Yes","No","No","393","03450","0806159","-104.9815","39.5406","0803450","Not applicable","Point address","CO-0900","Colorado","8035","0900-0651","9660 SALFORD LANE","00821","14133","HIGHLANDS RANCH","CO","2","080350141332","80126","9660 SALFORD LANE","West","Mountain","HIGHLANDS RANCH","216","19740","80126","(303)387-6475","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.5406","No","36410","-104.9815","0836410","Highlands Ranch CDP","Suburb, large","Census-designated place","08030","8035","806","08030","State Senate District 30","08043","08043","State House District 43","State house district","Yes","Yes","Yes","Yes","578","","","","","","","","","","","","","0","","","","","","","","1","5","2","22.000","9.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","29.000","29.100","0.000","0.000","0.000","30.000","27.000","4.000","9.840","0.000","4.000","0.000","3.000","0.800","0.000","0.300","0.000","Yes","1547828","2047735.500","2441883","178714.078","104246.094","216947.125","255446.000","Pre-K","Yes participating without using any Provision or the CEP","23","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080582001371","Bear Creek Elementary School","CO","Lewis-Palmer Consolidated School District No. 38 in the co","Primary","Regular school","No","6","Yes","No","No","849","05820","0801371","-104.841562","39.067079","0805820","Not applicable","Street address","CO-1080","Colorado","8041","1080-3539","1330 CREEKSIDE DRIVE","00901","7300","MONUMENT","CO","1","080410073001","80132","1330 CREEKSIDE DRIVE","West","Mountain","MONUMENT","Not applicable","17820","80132","(719)488-4770","Colorado Springs, CO","Metropolitan statistical area","Colorado","39.067079","No","51800","-104.841562","0851800","Monument town","Suburb, large","Governmentally active (incorporated)","08004","8041","805","08009","State Senate District 4","08019","08020","State House District 20","State house district","Yes","Yes","No","No","1026","","","","","","","","","","","","","0","","","","","","","","9","4","5","20.000","15.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","55.000","54.630","1.000","13.000","8.000","67.000","47.000","22.000","19.730","0.770","8.660","0.500","2.000","0.940","1.780","0.260","0.130","Yes","2250467","2842966.000","1865136","159439.000","195622.000","237438.000","392487.000","Pre-K","Yes participating without using any Provision or the CEP","60","Open","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No"
mixed - most recent,"080249000099","Bear Creek Elementary School","CO","Boulder Valley School District No. Re2","Primary","Regular school","No","5","Yes","No","No","342","02490","0800099","-105.2632","39.9804","0802490","Not applicable","Point address","CO-0480","Colorado","8013","0480-0652","2500 TABLE MESA DRIVE","00803","12505","BOULDER","CO","3","080130125053","80305","2500 TABLE MESA DRIVE","West","Mountain","BOULDER","216","14500","80305","(720)561-3500","Boulder, CO","Metropolitan statistical area","Colorado","39.9804","Yes","7850","-105.2632","0807850","Boulder city","City, midsize","Governmentally active (incorporated)","08018","8013","802","08018","State Senate District 18","08013","08013","State House District 13","State house district","Yes","Yes","Yes","No","463","","","","","","","","","","","","","0","","","","","","","","0","4","0","6.000","4.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","22.000","22.260","0.000","0.000","0.000","27.000","23.000","7.000","3.750","0.320","7.560","1.080","3.000","0.230","0.000","0.170","0.000","Yes","1543563","1984328.250","1483334","99876.742","113283.789","227604.453","88211.000","Kindergarten","Yes participating without using any Provision or the CEP","17","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080480000697","Bear Creek High School","CO","Jefferson County School District No. R-1","High","Regular school","No","12","No","No","Yes","1431","04800","0800697","-105.1101","39.6584","0804800","Not applicable","Point address","CO-1420","Colorado","8059","1420-0664","9800 WEST DARTMOUTH PLACE","00819","11731","LAKEWOOD","CO","1","080590117311","80227","9800 WEST DARTMOUTH PLACE","West","Mountain","LAKEWOOD","216","19740","80227","(303)982-8855","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.6584","No","43000","-105.1101","0843000","Lakewood city","City, midsize","Governmentally active (incorporated)","08021","8059","807","08020","State Senate District 21","08028","08022","State House District 22","State house district","Yes","Yes","Yes","Yes","1535","","","","","","","","150","247","102","164","","437","478","285","323","","","246","377","85","66","26","500.000","141.000","-2.000","2","4","1","Missing/not reported","-1.000","-1.000","5","51","4.000","","","","","","","84.000","84.440","0.000","4.300","4.000","90.000","89.000","21.000","9.770","5.000","13.000","0.000","10.870","1.250","0.000","1.000","4.000","Yes","4507126","6253785.000","5102096","303825.219","536372.188","832842.812","1093319.000","9","Yes participating without using any Provision or the CEP","80","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
